name,info,sku,cost,deliverable,on_sale,price,manual_sale,count,in_store_warranty,parts_labor_warranty,photos,type,subtype
23 cu ft Stainless Steel Frigidaire Gallery Counter Depth French Door Refrigerator,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with filtered water and ice. Inside the refrigerator are adjustable spill proof tempered glass shelving, a space saver shelf, 2 crisper drawers, a wide deli drawer, a removable ice bucket, regular door amenities and gallon beverage door holders. Inside the freezer is a pullout drawer and a bottom freezer drawer with divider. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4250.0,0,True,False,89900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/07/PXL_20250726_153955066.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/07/PXL_20250726_153958608.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/07/PXL_20250726_154023789.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/07/PXL_20250726_154036258.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/07/PXL_20250726_154046338.jpg",Refrigerator,French Door
22 Cu Ft White Kenmore Side by side Refrigerator,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with filtered water and ice. Inside the refrigerator are adjustable spill proof tempered glass shelving, 2 humidity controlled crisper drawers, a deli drawer, regular door amenities and gallon beverage door holders. Inside the freezer are regular rack shelving, a pullout freezer rack bucket, a removable ice bucket and regular door amenities. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4712.0,0,True,True,69900,62900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251122_170344778.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251122_170426021.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251122_170433186.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251122_170430582.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251122_170436069.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251122_170347731.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251122_170440135.jpg",Refrigerator,Side by Side
22 Cu Ft White GE Top Mount Refrigerator,"This unit has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator is adjustable tempered glass shelving, gallon beverage door holders, regular door amenities, a deli drawer, 2 humidity controlled crisper drawers and the refrigerator/freezer temperature controls. Inside the freezer are regular door amenities and an adjustable rack shelf. This unit comes with a 90 day parts and labor warranty. We accept cash, debit and credit cards and ACIMA no credit payment plan options. We hope to see you soon.",4803.0,0,True,False,49900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251220_101616-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251220_101629-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251220_101633-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251220_101636-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251220_101641.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251220_101644.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251220_101655.jpg",Refrigerator,Top Freezer
22 Cu Ft White GE Top Mount Refrigerator,"This unit has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator is adjustable tempered glass shelving, gallon beverage door holders, regular door amenities, a deli drawer, 2 humidity controlled crisper drawers and the refrigerator/freezer temperature controls. Inside the freezer are regular door amenities and an adjustable rack shelf. This unit comes with a 90 day parts and labor warranty. We accept cash, debit and credit cards and ACIMA no credit payment plan options. We hope to see you soon.",4914.0,0,True,False,44900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260123_111153-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260123_111208-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260123_111213-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260123_111217-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260123_111221.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260123_111224.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260123_111232.jpg",Refrigerator,Top Freezer
22 cu ft White GE Top Mount Freezer Refrigerator,"This unit has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator is adjustable tempered glass shelving, gallon beverage door holders, regular door amenities, 2 regular crisper drawers a deli drawer and the refrigerator temperature controls. Inside the freezer are regular door amenities and an adjustable rack shelf. This unit comes with a 90 day parts and labor warranty. We accept cash, debit and credit cards and ACIMA no credit payment plan options. We hope to see you soon.",3984.0,0,True,False,44900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/05/20250509_115101-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/20250509_115111-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/20250509_115121-rotated.jpg",Refrigerator,Top Freezer
22 cu ft Whirlpool Gold Top Mount Freezer Refrigerator w/Ice Maker,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home.  Inside the refrigerator is adjustable tempered glass shelving, 2 humidity controlled crisper drawers, a deli drawer, regular door amenities and gallon beverage door holders, and refrigerator temperature controls. Inside the freezer is an adjustable rack shelf, removable ice bucket and regular door amenities. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",3857.0,0,True,True,69900,62900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/04/20250408_150230-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/04/20250408_150241.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/04/20250408_150248-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/04/20250408_150252-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/04/20250408_150256.jpg",Refrigerator,Top Freezer
22 Cu Ft Stainless Steel Jenn-Air French Door W/ Water and Ice,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with filtered water and ice. Inside the refrigerator are adjustable spill proof tempered glass shelving, 2 humidity controlled crisper drawers, a wide deli drawer, water dispenser, regular door amenities and gallon beverage door holders. Inside the freezer are 2 pullout rack drawers, a bottom freezer drawer with divider, and a removable ice bucket. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4772.0,0,True,False,74900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251210_115356-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251210_115417-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251210_115419-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251210_115421-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251210_115424.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251210_115429-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251210_115432.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251210_115439.jpg",Refrigerator,French Door
22 cu ft GE White Top Mount Refrigerator with Ice Maker.,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with a non filtered ice maker. Inside the refrigerator are adjustable spill proof tempered glass shelving, two regular crisper drawer, a snack drawer  regular door amenities and gallon beverage door holders,  freezer and refrigerator temperature controls. Inside the freezer is rack shelving, a pullout freezer drawer, a removable ice bucket and regular door amenities. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business.If interested message me or come into 5815 Lomas Blvd NE.  We accept cash, credit,debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4128.0,0,True,False,49900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/06/20250625_115828-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/06/20250625_115850-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/06/20250625_115856-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/06/20250625_120002.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/06/20250625_131016-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/06/20250625_115953-rotated.jpg",Refrigerator,Top Freezer
22 cu ft Black Whirlpool Top Mount Freezer Refrigerator,"This unit has been cleaned inside and out and is ready to be delivered to your home. this unit has been discounted for cosmetics and the missing door bin in the refrigerator compartment- reference pictures. Inside the refrigerator is adjustable tempered glass shelving, gallon beverage door holders, regular door amenities, 2 crisper drawers, a deli drawer and the refrigerator/freezer temperature controls. Inside the freezer are regular door amenities, and a rack shelf. This unit comes with a 90 day parts and labor warranty. We accept cash, debit and credit cards and ACIMA no credit payment plan options. We hope to see you soon.",4566.0,0,True,False,39900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251014_194132465.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251014_194445971.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251014_194448985.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251014_221238934.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251014_221248174.jpg",Refrigerator,Top Freezer
22 cu ft Black Kenmore Top Mount Freezer Refrigerator w/Ice Maker,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator is tempered glass shelving, 2 humidity controlled crisper drawers, regular door amenities, gallon beverage door holders and the refrigerator & freezer temperature controls. Inside the freezer are regular door amenities, removable ice bucket and a rack shelf. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, and debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4237.0,0,True,True,49900,42900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/07/20250723_134842-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/07/20250723_134852.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/07/20250723_134857-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/07/20250723_134859-rotated.jpg",Refrigerator,Top Freezer
22 Cu Ft Bisque Kitchenaid Bottom Mount Refrigerator,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator are adjustable spill proof tempered glass shelving, 2 humidity controlled crisper drawers, a deli drawer, regular door amenities, gallon beverage door holders and the refrigerator temperature controls. Inside the freezer is a pullout freezer rack shelf, a bottom freezer rack drawer and a removable ice bucket. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you soon!",4563.0,0,True,False,49900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/10/20251013_125211-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/20251013_125228-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/20251013_125232-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/20251013_125234-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/20251013_125239.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/20251013_125448.jpg",Refrigerator,Bottom Freezer
21 Cu Ft White Whirlpool Top Mount Refrigerator With Water and Ice,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with filtered water and ice. Inside the refrigerator is adjustable tempered glass shelving, 2 humidity controlled crisper drawers, a deli drawer, regular door amenities, gallon beverage door holders and the refrigerator temperature controls. As well as the water inside the refrigerator. Inside the freezer are regular door amenities, an ice maker, removableicebucket, and an adjustablerackshelving. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. You can also visit my website and view my full inventory as well as purchase online @ www.mscapplianceabq.com. We hope to see you in soon!",4733.0,0,True,False,46900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/11/20251126_133443-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/20251126_133458-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/20251126_133504-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/20251126_133507-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/20251126_133511.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/20251126_133513.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/20251126_133534-rotated.jpg",Refrigerator,Top Freezer
21 cu ft White Whirlpool Top Mount Freezer Refrigerator,"This unit has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator is tempered glass shelving, gallon beverage door holders, regular door amenities, 2 crisper drawers, a deli drawer and refrigerator/freezer temperature controls. Inside the freezer are regular door amenities, and an adjustable rack shelf. This unit comes with a 90 day parts and labor warranty. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",3958.0,0,True,True,49900,42900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/05/20250505_151621-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/20250505_151634-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/20250505_151648-rotated.jpg",Refrigerator,Top Freezer
21 cu ft White Whirlpool Top Mount Freezer Refrigerator,"This unit has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator is tempered glass shelving, gallon beverage door holders, regular door amenities, deli drawer, 2 crisper drawers, and the refrigerator/freezer temperature controls. Inside the freezer is a rack shelf, and regular door amenities. This unit comes with a 90 day parts and labor warranty. We accept cash, credit, debit, and ACIMA no credit check payment plan options.  We hope to see you soon!",3625.0,0,True,False,44900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/01/20250131_155951-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/01/20250131_155959-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/01/20250131_160005-rotated.jpg",Refrigerator,Top Freezer
21 cu ft White Roper Top Mount Freezer Refrigerator w/ New Compressor,"This unit has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator is glass shelving, gallon beverage door holders, a deli drawer, regular door amenities, 2 crisper drawers and refrigerator/freezer temperature control. Inside the freezer are regular door amenities, and a rack shelf. This unit comes with a 90 day parts and labor warranty. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",3586.0,0,True,True,89900,79900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/01/20250128_092041-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/01/20250128_092048-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/01/20250128_092051-rotated.jpg",Refrigerator,Top Freezer
21 cu ft White Maytag Top Mount Freezer Refrigerator w/ Ice Maker,"This unit has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator is temperered glass shelving, gallon beverage door holders, regular door amenities, 2 humidity controlled crisper drawers, and refrigerator/freezer temperature controls. Inside the freezer are regular door amenities, rack shelf w/ ice Maker and removable ice bucket. This unit comes with a 90 day parts and labor warranty. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",3782.0,0,True,True,34900,24900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/03/20250319_143537-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/03/20250319_143547-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/03/20250319_143552-rotated.jpg",Refrigerator,Top Freezer
21 Cu Ft White Kenmore Top Mount Refrigerator,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator is adjustable tempered glass shelving, 2 humidity controlled crisper drawers, a deli drawer, regular door amenities, gallon beverage door holders and the refrigerator temperature controls. Inside the freezer are regular door amenities and a rack shelf. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4852.0,0,True,False,47900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_100756-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_100805-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_100817-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_100827-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_100833.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_100839.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_100849.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_100900.jpg",Refrigerator,Top Freezer
21 Cu Ft White Kenmore Top Mount Refrigerator,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator is adjustable tempered glass shelving, 2 humidity controlled crisper drawers, regular door amenities, gallon beverage door holders and the refrigerator temperature controls. Inside the freezer are regular door amenities, a rack shelf, and freezer temperature controls. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4493.0,0,True,False,47900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/09/PXL_20250930_213642600.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/09/PXL_20250930_213651799.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/09/PXL_20250930_213657453.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/09/PXL_20250930_213655126.jpg",Refrigerator,Top Freezer
21 Cu Ft White Kenmore Top Mount Refrigerator,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator is adjustable tempered glass shelving, 2 humidity controlled crisper drawers, regular door amenities, gallon beverage door holders and the refrigerator temperature controls. Inside the freezer are regular door amenities, a rack shelf, and freezer temperature controls. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4598.0,0,True,False,47900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251025_174531841.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251025_174545365-1.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251025_174542052-1.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251025_174538336-1.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251025_174551271-1.jpg",Refrigerator,Top Freezer
21 cu ft White Kenmore Top Mount Freezer Refrigerator w/Ice Maker,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator are adjustable spill proof tempered glass shelving, 2 regular crisper drawers, deli drawer, regular door amenities, gallon beverage door holders and the refrigerator temperature controls. Inside the freezer are regular door amenities, removable ice bucket, freezer temperature controls, and a rack shelf. This unit comes with a 90-day parts and labor warranty. This is from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, and debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",3931.0,0,True,False,44900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/04/PXL_20251119_193341459.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/04/20250429_145634-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/04/20250429_145637-rotated.jpg",Refrigerator,Top Freezer
21 cu ft White Kenmore Top Mount Freezer Refrigerator w/Ice and Water,"This unit has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator is tempered glass shelving, gallon beverage door holders, regular door amenities, 2 crisper drawers, a deli drawer and refrigerator/freezer temperature controls. Inside the freezer are regular door amenities, removable ice bucket and adjustable rack shelf. This unit comes with a 90 day parts and labor warranty. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",3959.0,0,True,True,49900,42900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/05/PXL_20251119_193738933.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/PXL_20251119_193741819.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/PXL_20251119_193801445.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/PXL_20251119_193807456.MP_.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/PXL_20251119_193815540.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/PXL_20251119_193814283.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/PXL_20251119_193812257.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/PXL_20251119_193804376.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/20250505_152401.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/PXL_20251119_193824914.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/20250505_152408-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/20250505_152411-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/20250505_152353-rotated.jpg",Refrigerator,Top Freezer
21 cu ft White GE Top Mount Freezer Refrigerator w/ Ice Maker,"This unit has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator is tempered glass shelving, gallon beverage door holders, regular door amenities, 2 humidity controlled crisper drawers, a deli drawer, and refrigerator/freezer temperature controls. Inside the freezer are regular door amenities and an adjustable rack shelf with ice maker and removable ice bucket. This unit comes with a 90 day parts and labor warranty. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",3752.0,0,True,True,69900,62900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/03/20250311_102039-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/03/20250311_102046-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/03/20250311_102050-rotated.jpg",Refrigerator,Top Freezer
21 Cu Ft White Frigidaire Top Mount Refrigerator,"This unit has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator is adjustable rack shelving, gallon beverage door holders, regular door amenities, 2 crisper drawers, and the refrigerator temperature controls. Inside the freezer are regular door amenities and freezer temperature controls. This unit comes with a 90 day parts and labor warranty. We accept cash, debit and credit cards and ACIMA no credit payment plan options. We hope to see you soon.",4754.0,0,True,True,44900,42900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251205_114327-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251205_114341-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251205_114350-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251205_114354-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251205_114402.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251205_114405.jpg",Refrigerator,Top Freezer
21 Cu Ft White Frigidaire Manual Defrost Upright Freezer,"This unit has been cleaned inside and out and is ready be delivered to your home. This is an upright manual defrost freezer unit. This will hold food 2x longer than frost free, as the unit doesn’t defrost causing freezer burn sooner. It is garage ready, and comes with an interior light, 4 rack shelves and a pull out drawer, and regular door amenities. This unit comes with a 90 day parts and labor warranty. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4915.0,0,True,True,89900,79900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260123_111700-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260123_111944-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260123_111947-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260123_111953-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260123_111957.jpg",Refrigerator,Upright Freezer
21 cu ft White Frigidaire Gallery Top Mount Freezer Refrigerator,"This unit has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator is adjustable tempered glass shelving, gallon beverage door holders, regular door amenities, 2 crisper drawers, a deli drawer and the refrigerator temperature controls. Inside the freezer are regular door amenities, freezer temperature controls, and a rack shelf. This unit comes with a 90 day parts and labor warranty. We accept cash, debit and credit cards and ACIMA no credit payment plan options. We hope to see you soon.",4565.0,0,True,True,44900,42900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251014_180027977.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251014_180037860.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251014_180516676.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251014_180522812.jpg",Refrigerator,Top Freezer
21 cu ft Whirlpool Gold Top Mount Freezer Refrigerator w/Ice Maker and Water,"This unit has been cleaned inside and out and is ready to be delivered to your home. Inside the refrigerator is adjustable tempered glass shelving, gallon beverage door holders, regular door amenities, 2 humidity controlled crisper drawers, a deli drawer and the refrigerator/freezer temperature controls. Inside the freezer are regular door amenities and a removable ice bucket. This unit comes with a 90 day parts and labor warranty. We accept cash, debit and credit cards and ACIMA no credit payment plan options. We hope to see you soon.",4520.0,0,True,True,69900,62900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/10/20251004_100028-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/20251004_100036.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/20251004_100040-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/20251004_100042-rotated.jpg",Refrigerator,Top Freezer
21 Cu Ft Stainless Steel Frigidaire Frost Free Upright  Freezer,"This unit has been cleaned inside and out and is ready to be delivered to your home. This is an upright frost free freezer unit. It is garage ready, and comes with an interior light, 4 rack shelves and regular door amenities. This unit comes with a 90 day parts and labor warranty. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4829.0,0,True,True,69900,59900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_130308-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_130319-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_130328-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_130337-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_130347-rotated.jpg",Refrigerator,Upright Freezer
